stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,5,14,0,0,0,1,19,375,3,0,0,0,0,0,0,0,0,4,0,0,0
72hpf,12.12,1.13,4.79,0.28,4.79,0,0,0,0,0,0,0,0,0,0.85,8.17,0.28,23.96,0,0.56,0.56,0,522.26,47.35,2.82,10.15,0,8.17,0,0.28,13.53,0,0,2.25,0,0,0
21Day,5.55,0,4.07,0.37,2.96,0,0,0,0,0,0.37,0,1.11,0,0,1.48,0.37,18.5,0,0,0.74,0,106.19,15.17,2.59,4.44,0,4.44,2.96,1.11,2.59,0.37,1.48,0.74,0,0,0.37
3Month,0.1,0,1.66,0.1,0,0,0,0.42,0.21,0,2.29,1.35,0.73,0.83,0.52,2.08,0.62,4.26,0.42,0,0.42,0.1,3.43,0.42,6.97,7.91,0,0,0.31,28.08,0.73,0.1,0,0.21,1.56,9.36,0.42
22Month,0,0,1.37,0,0,0.14,0.27,0.14,0.41,0.27,5.88,0.27,1.91,0.27,0.14,0,0.96,5.06,0,0.27,0.55,0,2.05,0.82,7.52,18.17,0.68,0,0.14,16.67,2.87,0.41,0,0.27,0.41,0,0.14
