stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,18,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,9.3,2.82,0.56,0,0,0,0,0,0,0,0,0,5.92,8.46,0.56,0.28,0,0,0,1.69,2.25,1.97,0,0,0,0.85,0.28,0.28,0.28,0,0,0,0,0
21Day,0.74,0,0.74,37.74,1.85,5.92,0,1.48,1.11,0,0,0,0,0.74,1.11,2.22,32.56,1.85,1.11,0,0,0,0,2.22,2.96,0,0,0,1.11,1.48,0.37,0,0.37,0,0,0,0
3Month,0,0.21,2.29,17.58,0.31,0,0.21,0.1,8.53,0.42,0,2.91,1.14,0.1,35.57,3.85,0.73,1.77,0.83,0.21,0,0.1,0.31,0,0,0.21,0.21,0,0.1,0.1,4.47,0,0,0,0.1,3.74,1.04
22Month,0,0.14,2.6,22.68,0.14,0,0,0,12.3,1.91,1.09,15.17,0.55,0.14,68.32,1.23,0.68,2.19,1.23,0.14,0.82,0.55,0.14,1.09,0,0.41,0,0.27,0,0.27,2.6,0.14,0.14,0.14,0.27,0,0.68
