stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.41,0.28,0,0,0,0,0,0,0,0,0,0,0.85,1.97,0.56,1.69,0,0.28,0.28,0.28,6.48,2.54,0,0,0,0.85,0,0,0.85,0.56,0,0.28,0,0,0
21Day,0.37,0,0,5.92,0,2.59,0,0,1.11,0,0,1.11,0,1.11,0.37,0.74,4.44,2.22,1.48,0,0,0,0,2.22,1.48,0,0,0,1.48,0.74,0,0,0,0.37,0,0,0,0.74
3Month,0,0.31,0.21,6.97,0,0,0.1,6.35,3.74,0,0,12.9,4.68,0.62,3.74,1.04,2.6,5.62,1.35,0.42,0,1.98,0.42,0.94,0.1,0.31,0.21,0,0.1,0.21,2.08,0,0.1,0,0,0.31,0.83,3.43
22Month,0.14,0.82,0.27,2.73,0,0,0.14,1.64,6.42,1.5,0,32.8,0.68,0.96,2.6,0.14,1.23,5.88,1.64,0,0.82,1.23,0,0,0,0.68,0.27,0.27,0,0,0.14,0.14,0.41,0,0,0.14,0,1.64
