stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.85,0,0,0,0,0,0,0,0,0.28,0,0,0.56,1.97,2.82,0,0,0,0,5.36,1.97,0,0,0.28,0,0,0.28,0.56,0.28,0.28,0,0,0
21Day,2.59,0,0,2.59,0.37,0.74,0.37,0,0,0,0.37,0.37,2.22,0.37,0,1.11,5.92,4.44,0,0,0,0,2.59,3.33,0,0,0.74,1.11,0,0,0,0,0.37,0,0,1.11
3Month,0,0.21,0.21,3.02,0.1,0,0,0.73,5.3,0,4.16,13.31,0.1,0.83,0.42,0.52,8.01,0.62,0.1,0,1.66,0.1,0.31,0,0.21,0.1,0,0.21,0.21,1.14,0,0,0,0.31,0.1,2.39
22Month,0.14,0.41,0.14,1.64,0,0,0.14,0.41,11.34,0.27,8.06,7.11,1.09,0.41,0.14,0.41,8.34,1.78,0,0.55,1.23,0,0.41,0,0.14,0.55,0,0,0,0.82,0,0,0,0,0,0.96
