stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,5.07,0,0.28,7.61,1.13,0,0,0,0,0,0,0,0,0,0,1.41,0,5.36,0,0,0.56,0,13.81,6.76,0,0.28,0,7.05,0,0,0,0,0,0,0,0
21Day,1.11,1.48,0,0.74,11.1,0.37,0,0,0,0,0,0,0.37,0.74,0.37,0.37,3.7,0,3.7,0,0,0,0,8.14,1.48,0,0.74,0,0.74,0.37,0.37,0,0.37,0,0,0,0
3Month,0,3.74,0.1,3.12,5.3,0,0,0.42,0.62,1.66,0,2.29,0.73,0,0.62,0.21,1.04,0.62,0.94,0.1,0,0,0.52,1.56,0.1,0.21,2.39,0,0.62,0.21,4.78,0,0,0,0.21,4.16,1.04
22Month,0,2.73,0.14,4.92,0.96,0,0.27,0.41,0.96,1.5,0,38.13,0.68,0.27,1.09,0,2.73,2.32,1.23,0.14,0.27,0,0,0.41,0,0.27,0.27,0.14,0.27,0,2.05,0.14,0,0.14,0,0,0.68
