stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,1.41,0,1.69,0.85,0,0,0,0,0,0,0,0,0,0.28,0,0,2.54,0,4.23,0,0.56,0.28,0,2.82,1.41,0,0,0,7.33,0,0,2.82,0.28,0.28,0,0,0
21Day,1.11,1.11,0.37,3.7,1.11,0.74,0,0.37,0,0,0,0,0.37,0,0,0,1.48,4.44,0.37,11.1,0,0,1.85,0,1.11,0.74,0,0.74,0,7.03,0.37,0,1.85,0.74,0.74,0,0,0.37
3Month,0.1,9.99,0.31,11.55,0.42,0,0.21,0,0.1,5.93,0.62,0,4.68,0.31,0.21,0.94,2.18,10.82,0.94,9.15,1.46,0,1.98,6.66,0.83,0,0.1,0.42,0,0.83,0.21,6.35,0.42,0,0.31,3.02,9.36,0.73
22Month,0.14,18.58,1.64,16.53,0.68,0,0.14,0,0,11.07,1.37,3.01,15.03,0.27,0.14,0.96,1.09,3.69,1.78,8.2,0.27,0.14,1.23,0.68,0.14,0,0.14,0.68,0.55,0.68,0.14,2.87,0.41,0,0,0.82,0.14,0.41
