stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,4,1,37,1,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.56,0.85,0,3.1,2.25,0,0,0.28,0,0,0,0,0,0,0,0,0.56,0.85,0,1.69,0,0.28,0,0.28,18.6,9.58,0,0.28,0,4.23,1.97,0,9.3,0.28,0.28,0,0,0
21Day,0.37,1.11,0,4.07,2.22,0.37,0,0,0,0,0,0,0,0,0,0,0,0.74,1.11,2.96,0,0,0.37,0.37,8.51,4.07,0,0,0,2.59,1.48,1.85,1.85,0,0,0,0,0.37
3Month,0.1,1.25,0.31,23.51,1.04,0,0.21,0.1,0,1.04,1.35,0.1,9.05,1.14,0.31,3.33,3.74,1.56,1.04,4.16,0.31,0,0.52,2.39,16.54,0.52,0.62,0.1,0,0,0.62,15.19,0.62,0,0.42,0.62,158.11,1.77
22Month,0.14,1.23,0.27,8.75,0.27,0,0,0.27,0.14,0.27,0.68,1.09,23.09,0.68,0.27,1.64,0.55,0.14,0.27,3.14,0,0.82,0.27,0,5.74,0.14,0.14,0.27,0.14,0,0,5.33,0.68,0,0.14,0,0.27,0.41
