stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,1.41,1.69,0,0,0,0,0,0,0,0,0,0.28,0.56,0.56,3.66,0,0,0.28,0,3.38,1.41,0,0,3.38,0,0,1.41,0,0,0,0,0
21Day,1.11,0,0,3.33,0,1.48,0,0,0,0,0,0,0,1.48,0,1.11,2.96,1.11,4.81,0,0,0,0.37,1.48,2.59,0,0,3.7,0.37,0.74,0.74,0,0.37,0,0,0.74
3Month,0.21,1.14,0.31,10.92,0,0,0.42,0.21,0.73,2.81,0,13.83,2.18,0.31,3.02,3.12,10.4,10.4,4.78,1.56,0.31,0.73,2.81,1.04,0,0.31,0.21,0.21,0.62,14.56,0,0,0,0.73,0.62,3.64
22Month,0,2.32,1.5,11.62,0.27,0,0.14,0.14,0.96,6.56,2.32,27.47,0.96,1.09,2.73,1.23,3.96,8.75,5.19,0,0.82,0.96,0.41,0.68,0.14,1.64,0.14,0.27,0.14,1.5,0.55,0.27,0,0.14,0,3.28
