stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,3,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,4,29,0,0,2,0,0,0,0,0,1,0,0,0
72hpf,0.28,4.23,0,5.36,3.1,12.12,0,0.28,0,0,0,0,0,0,0,0.28,0,10.43,13.81,0.56,7.61,0,0.28,0,0,5.07,2.54,0.28,0.28,6.48,0.28,0,1.41,0,0.28,0.28,0,0,0
21Day,1.85,5.92,0.37,15.91,0.37,27.75,0,5.55,0,0.37,0.37,0,0,1.85,0.37,0.37,1.48,1.85,5.18,1.85,16.65,0,0,1.48,0,4.07,1.48,0.37,0.74,3.7,1.48,0.37,0,0,0.74,0.37,0,0,0.37
3Month,0.1,13.63,1.77,73.54,0.83,0,1.14,3.12,0.94,33.39,4.16,0.1,0,44.62,5.41,1.77,28.71,7.18,14.04,11.23,12.07,3.95,0.21,8.74,2.18,2.08,0.1,2.81,1.98,0.94,1.25,2.5,1.04,0.1,0,0.31,7.18,14.67,1.56
22Month,0.27,18.04,2.05,13.8,0.14,0,0.96,0.96,0,7.38,2.05,1.23,0,56.85,2.19,1.23,24.73,1.5,2.05,4.37,3.14,0.14,2.19,3.01,0,1.5,0,2.6,0.96,0,0,1.09,1.23,0.27,0,0.14,0.82,0,0.41
