stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,9,0,16,0,0,0,0,0,0,0,2,0,0,0,0,2,15,11,88,0,0,0,1,8,772,0,0,0,18,0,0,0,0,0,2,0,0,0
72hpf,3.66,1.97,0,7.33,1.97,3.38,0,1.69,0,0,0,0,0,0,1.97,0,5.07,6.76,0.85,23.96,0,2.54,0.28,0,34.39,159.81,0.56,0.56,0,9.86,1.13,0,4.79,0,0.28,0.85,0,0,0
21Day,10.36,0.74,0,13.69,0,12.58,0,20.72,0,1.48,0,0,0.37,1.11,8.88,0.74,0.74,2.59,2.96,33.67,0,0,0.37,0,5.55,50.32,0.37,0,0,9.25,2.59,0.74,5.18,0,1.11,0.37,0,0,4.81
3Month,0.31,0.42,0.21,9.99,0,0,0,0.83,0.52,7.39,0,0,6.66,5.41,1.87,2.29,0.52,1.25,4.89,2.7,0.31,0,0.31,0.73,0.52,0.73,0.31,0,0,0.1,0.94,147.81,0.21,0,0,0,2.18,139.9,9.67
22Month,0,0,0.27,1.64,0.14,0,0.68,0.96,0.14,6.7,0.41,0,7.11,1.91,4.37,2.6,0,0,5.88,1.09,0,0.41,0,0,0,0,0.14,0,1.37,0,0.41,19.95,0,0.14,0,0,0.14,0.68,1.23
