stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,6,0,35,1,0,0,0,0,0,0,0,0,0,0,4,32,1,3,0,0,0,0,2,16,0,0,0,2,0,0,0,0,0,0,0,0
72hpf,2.25,3.38,0,13.25,0.28,0.28,0,0,0,0,0,0,0,0,0,5.07,28.47,0,5.07,0,1.13,0.28,0,8.17,2.25,0.28,0.56,0,24.52,0,0,0,0,0,0,0,0
21Day,2.59,1.11,0,26.64,0.37,2.59,0,0.74,0,0.37,0,0,0,1.11,1.85,3.33,35.15,0.74,11.84,0.37,0,1.85,0,3.7,3.7,0.37,3.7,0,30.34,1.85,0.37,0.74,0,0.37,0.37,0,0.37
3Month,0.31,1.77,0.62,9.26,0,0,0.21,0.1,0.83,0.73,0,49.82,0.73,0,6.03,1.35,3.43,1.04,7.49,4.99,0.21,0.42,0.73,0.21,0,0.21,0.21,0,1.04,0.62,2.18,0,0,0,3.33,2.91,0.94
22Month,0,2.32,0.68,4.78,0,0,0.27,0.14,0.27,1.78,1.23,173.54,0.55,0.55,5.19,0.27,0.27,0.68,6.29,0.55,6.42,0.41,0,0.14,0,0.14,0.27,0.27,0.41,0.68,0.41,0.27,0.14,0,0,0,0.27
