stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,2,0,41,1,8,0,1,0,0,0,0,2,0,0,0,0,9,33,14,30,0,0,0,1,35,305,2,0,2,0,0,0,0,0,2,0,0,0
72hpf,8.17,4.51,0,22.83,8.74,28.47,0,0.28,0,0,0.56,0,0,0,0,0,0,5.07,128.24,3.66,24.8,0.28,0.56,0.28,1.41,476.32,111.33,2.54,3.38,33.26,0.56,0,17.19,1.41,0.28,3.95,0,0,0
21Day,6.29,0.37,1.11,52.91,2.59,126.91,0,6.29,0,0,0.37,0.37,0,1.11,2.96,5.55,5.92,3.7,21.46,10.36,30.34,0,0,3.7,0.74,193.5,48.84,5.18,5.55,15.54,11.84,0.37,5.55,0.37,4.07,4.81,0,0,5.55
3Month,0,0.62,1.46,14.25,0.1,0,0.62,0.31,0.42,2.39,1.35,0.1,0,5.72,19.24,0,16.75,1.25,4.68,1.56,2.08,0.52,0.1,0.83,2.81,2.18,0,1.87,0.52,0.31,0.42,1.77,0.31,0,0,0.21,9.47,1.98,2.91
22Month,0.14,0.68,0.41,9.29,0.14,0,0.55,0.27,0,1.23,1.09,1.64,0,13.12,3.42,0.27,15.71,0.27,0.68,2.19,1.64,0,0.55,0.27,0,0.82,0.27,1.91,1.09,0,0,0.96,0.55,0,0,0,1.64,0,0.55
