stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.28,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,0,0.37,0,0,0,0,0.74,0,0.37,0,0,0,4.07,0.37,0,0,0,0,0,0,0,0,0.37,0.74,0,0,0.37,0.37,0,0,0
3Month,0.42,0.31,1.56,11.44,0,1.14,0.1,1.56,1.04,204.71,2.91,0.31,6.66,1.14,2.5,17.99,3.12,0.62,0.31,0.62,0.42,0.62,0.1,0.21,0.73,0,2.29,1.98,0.42,0,0,0.62,1.98,2.08
22Month,0.14,0,0.14,2.87,0,0.14,0,0.27,0.27,45.64,0.55,0,2.87,0.14,0.68,2.46,0.27,0,1.23,0.14,0,0,0,0.14,0,0,0.14,0,0,0,0,0,0,0.14
