stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.28,0.28,0,0,2.25,0.28,0,0,0,0,0,0,0,0,0,0.56,0.56,0,1.13,0,0,0,0.56,5.64,7.05,0,0,1.41,0,0,1.97,0.85,0.56,0,0,0,0
21Day,1.11,0.37,0,2.96,0.74,0.37,0,0,0,0,0,0,0,2.22,0.37,0,0.37,0,3.33,0,0,0,0,1.11,1.11,0,0,0.37,0.74,0,1.11,0,0,0.74,0,0,0.74
3Month,0,0.31,0.31,13.83,0.21,0,0.1,0.1,0.21,0.62,0,5.93,0.73,0.31,1.25,3.02,1.35,0.73,2.29,0.42,0.1,0.21,0.52,0.73,0.1,0.1,0,0,0.52,7.59,0.21,0,0,0.52,1.14,14.87,2.81
22Month,0,0.27,0,5.06,0.14,0,0,0,0,0.41,2.6,4.1,0,0.41,0.68,0.41,0.41,0.41,1.37,0,0.68,0.27,0,0.27,0,0.27,0.14,0,0,0.68,0.27,0,0,0,0.27,0,0.41
