stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,14,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,22,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.41,12.12,0,6.76,0.28,0.85,0,0.28,0,0,0,0,0,0,0,0,0.28,2.25,0,23.96,0,0.28,0.56,0,7.05,3.1,0,0,55.81,0,0,0.56,0,0,0,0,0
21Day,1.11,4.44,0,5.92,0.37,1.85,0,0.37,0,0,0,0,0.37,0,0.37,0.37,0,0.74,0,30.34,0,0,1.11,0,2.59,0,0.37,0.74,40.33,1.11,0,0.74,0,0.74,0,0,0.74
3Month,0,8.95,0.21,7.8,0.1,0,0.1,0.42,0.31,1.04,0,0,8.43,0.73,0.73,1.87,0.21,6.14,1.35,16.33,1.98,0,1.04,0.42,0.1,0,0.42,0.52,0.52,0.62,5.82,0,0.21,0,0.52,3.54,1.14
22Month,0.14,16.94,0.55,3.55,0.14,0,0.27,0.41,0.27,1.64,3.01,0,22.41,1.37,0.96,1.91,0,0.96,2.32,15.58,0,0.27,0.55,0,0.27,0,1.09,0.68,0.41,0.27,2.32,0.41,0,0,0.14,0,0.41
