stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0.85,17.47,0,0.85,0,0,0,0,1.41,0.85,0,0,0,0.28,0,0,0.28,0,0.28,0,0,0
21Day,0,0,15.54,0,0,0,0,0,1.11,0,0.74,1.85,2.59,6.29,0,0.74,0,0,0,0,1.11,0.37,0,0,0,0.37,0,0,0,0,0,0,0,0.37
3Month,0,1.25,11.03,0.21,0.21,0.42,0.42,0,141.88,0.83,0,21.53,0.52,1.66,0.94,0.83,0.1,0.1,1.14,0.62,0.1,0,0.31,0.31,0,0.1,1.98,0.42,0.1,0,0.1,0.42,0.62,0.62
22Month,0.14,0.41,3.55,0,0.41,0.55,0.68,0.14,66,0.27,0.27,11.48,0,0.14,0.14,0.41,0,0.41,0.14,0,0,0,0.55,0,0.14,0,0,0.27,0.14,0.14,0,0.14,0,0.14
