stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,0.56,0.85,0.28,0,0.28,0,0,0,0,0,0,0,0,0,3.66,0,4.23,0,0,0,0.28,13.25,3.38,0.28,0,2.25,0,0,0.85,2.25,0,0,0
21Day,0.74,1.11,0,2.22,0.37,1.11,0,0,0,0,0,0.37,0,0,0.74,0.37,0,1.48,0,12.21,0,0,1.85,0,8.14,1.11,0,0,3.33,0.37,0,3.33,2.59,0,0,0
3Month,0.21,2.39,0.1,7.7,0.1,0,0.21,0.62,0.21,0.62,0.83,0,4.06,0.1,0.62,0.62,1.66,2.7,1.77,14.25,3.64,0,0.52,0.42,0.31,0.21,0.31,0,0.52,0.31,1.56,0.31,0.21,0.21,2.08,0.1
22Month,0,1.37,0,1.23,0.27,0,0.14,0.14,0.14,0.55,0.41,3.28,5.74,0.27,0.27,1.09,0.14,0.14,0.55,8.34,0.27,0.14,0.27,0.14,0.27,0,0.14,0.14,0,0,3.55,0.82,0,0,0,0
