stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neurosecretory_cell,Oligodendrocyte,Primordial_germ_cell,Smooth_muscle_cell,T_cell
3Month,0.1,0.21,0.52,0.1,0.21,0.1,0,0.1,0.1,6.14,0.1,0,0,0.1,0.1,0,0,0.31,0.1,0
22Month,0.14,1.37,0.14,0,0.55,0.68,0.68,4.78,0,33.75,0,0.96,0.68,0,0.27,0.27,0.14,0.14,0,0.27
