stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,4,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2,0,0,0,0,213,55,0,0,0,0,0,0,0,0,79,0,0,0
72hpf,4.23,1.97,0,3.38,1.13,7.61,0.28,0,0,0,0,0,0,0,0.28,0,2.54,10.71,0.56,12.4,0,0.28,0.28,0,199.83,31.85,0.28,1.13,12.97,0,0,4.23,0,0,117.81,0,0,0
21Day,1.85,0.37,0.37,2.96,0.37,2.22,1.85,0,0,0,0.37,0,0.74,0,0.74,0.37,0.37,2.59,0,2.96,0,0,0.74,0,35.52,2.59,0,0,1.85,2.59,0,0.37,0.37,1.11,29.23,0.37,0,0.37
3Month,0,0.21,1.35,1.14,0,0,0,0.1,0.62,0.42,0,0,1.66,0.73,0,0.62,0.31,0.31,0.42,1.04,0.31,0,0.52,0.21,1.87,0,0.21,0.52,0.1,0.1,2.6,0,0,0,4.99,0.21,0.1,0.31
22Month,0.14,0,0.27,0.27,0,0,0,0,0,0.41,0,0,5.47,0.27,0.14,0.96,0,0.14,0.41,1.09,0,0.27,0.14,0,0.82,0,0.14,2.87,0,0.14,4.92,0,0,0,0.27,0,0,0
