stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,371,47,0,19,0,0,0,0,0,0,0,0,0,0,0,1,5,4,653,0,0,0,52,133,0,0,0,109,0,0,0,0,0,1,0,0,0
72hpf,6.76,2.54,0,7.05,1.41,5.36,0,0,0,0,0,0,0,0.28,0,2.54,7.61,1.69,197.58,0,0.56,10.99,57.5,29.59,0,0,0,176.16,0,0,7.89,0.85,0,1.41,0,0,0
21Day,7.03,1.11,0,15.54,0.37,4.44,0,1.48,0,0.37,0,1.85,0.37,3.33,1.11,0.74,6.29,3.33,280.08,0.37,0,66.6,12.95,4.81,0.37,1.48,0,54.02,6.66,0,2.59,0.74,2.22,1.48,0.74,0,1.48
3Month,0.1,0.21,0.21,3.12,0,0,0.21,0.21,0.62,2.7,0.1,2.18,1.14,0.1,1.25,0.1,1.77,1.87,25.48,0.21,0,0.83,0.83,0,0.31,0,0,3.85,0.42,9.99,0.1,0,0,0,0.52,1.98,0.42
22Month,0.27,0.82,0.14,3.01,0.14,0,0.27,0,0.14,1.78,0.68,22.96,0.55,0.27,2.6,0,0.68,2.19,8.47,0,0.55,0.27,0.27,0.14,0.41,0,0.41,0.55,0,2.19,0.14,0.41,0,0,0,0,0.68
