stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.28,0,2.25,11.27,2.82,0,0,0,0,0,0,0,0.28,0,16.35,0,3.66,0,0,0,189.4,16.07,0.85,0.56,3.38,0,0,1.69,0.28,0,0.56,0,0,0
21Day,1.11,0,0,5.55,3.33,0.74,0,0.37,0,0,0,0,0,0,0,4.44,0.37,1.85,0,0.37,0,37,7.4,0,0,1.11,3.33,0,1.85,0.37,1.48,0,0,0,0
3Month,0.1,0.21,0,11.44,1.98,0,0.1,0,0.31,0.1,1.25,0.31,0.21,0.83,0.73,7.39,0.21,0.31,0.21,0,0.31,0.62,0,0.21,0,0,0.31,1.25,0,0,0,0,0.1,0.52,0.42
22Month,0,0.27,0.14,5.6,0.55,0,0,0,0.55,0.41,3.01,0.14,0,0.55,0.27,2.19,0.27,0.14,0,0.27,0,0.27,0,0,0.27,0,0,2.32,0,0,0,0,0,0,0.27
