stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,263,4,0,57,0,0,0,0,0,4,0,0,0,1,5,12,9,29,0,0,0,0,13,221,0,0,4,0,0,0,0,0,1,0,0,0
72hpf,156.71,0.85,0,9.02,1.69,11.84,0,0,0.28,0,0,0,0.56,0,4.51,25.37,2.82,27.34,0,2.54,1.13,0,135.57,65.67,0.56,1.41,21.7,0,0,10.43,0.56,0.85,2.25,0,0,0
21Day,65.12,2.59,1.48,31.45,1.11,21.46,4.81,0,2.59,0,5.55,0.37,8.88,4.81,2.96,16.28,4.81,58.83,0,0,7.03,0,34.78,23.31,0.74,1.11,17.39,8.88,0,2.96,2.22,4.07,1.85,0,0,4.81
3Month,5.51,0.21,0,2.18,0,0,0.1,0.31,0.62,0,2.5,0.73,0,0.94,0,0.83,0.52,8.11,0.73,0.1,0.73,0.1,0,0.1,0.1,0.1,0,0.83,0.83,0.1,0,0,0,0.52,0.21,0.94
22Month,0.27,0,0,0.14,0,0,0,0,0.14,0,0.82,0,0,0,0,0,0.27,0.68,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
