stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,1.13,0,1.41,0.28,0.28,0,0,0,0,0,0,0,0,0,0.28,4.23,0.28,4.23,0,0,0.28,0,34.39,8.17,0,0.28,2.25,0.28,0,0.56,0.28,0.56,0.56,0,0,0
21Day,0.74,0.37,0,5.92,0,3.7,0,1.11,0,0,0,0,0,0,0.37,0.37,1.48,0.37,7.03,0,0,0.37,0,9.99,6.29,0,0,1.85,0,0,0.37,0.74,0.74,0,0,0,1.48
3Month,0,0.62,0.31,7.28,0.31,0,0.1,0.21,1.56,0.94,0,9.99,0.52,0.42,5.2,0.62,1.77,2.18,1.56,0.1,0,0.62,0.83,0.31,0.1,0.62,0.31,0.21,0.42,3.12,0,0,0,0.31,0.94,0.83,1.35
22Month,0,0.27,0.27,2.32,0,0,0,0.68,0.55,2.87,0.14,17.08,1.78,0.68,2.46,0,0.27,3.42,1.91,0,0.82,0.41,0,0.27,0.14,0.41,0.55,0.14,0,0.14,0.41,0,0,0,0.27,0,0.55
