stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,22,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,33,0,0,0,0,73,110,1,0,9,0,0,0,0,3,0,0,0
72hpf,2.82,10.99,0,4.23,1.41,1.69,0,0.28,0,0,0,0,0,0,0.28,0,0.56,5.36,0.28,23.68,0,0,0,0,85.12,102.87,0.85,5.92,33.82,0,0,20.57,0.28,4.23,0,0,0
21Day,1.11,2.96,0,2.59,0.74,2.59,0,0,0,0,0,0,0,0,1.85,0,1.48,0.74,0.37,14.06,0,0,1.48,0,25.9,44.03,0.37,1.85,14.8,1.48,0.37,1.85,0,0,0,0,6.29
3Month,0.1,12.59,0.21,5.82,0.1,0,0.62,0,0,0.42,1.66,0,5.72,2.81,0.94,2.6,1.25,1.66,3.33,8.53,1.35,0.42,1.46,1.87,2.08,0.62,1.66,2.29,0.42,1.35,12.07,0.21,0,0.21,0.83,15.08,98.19
22Month,0,24.73,0.14,2.87,0.55,0,0.14,0,0.14,0.27,0.96,2.73,14.62,0.82,0.41,1.23,0.27,0.27,2.32,7.24,0.14,0.27,0.41,0,2.32,0.82,2.32,0.82,0.68,0,4.37,1.09,0.14,0,0.14,0,33.89
