stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,3,0,0,0,0,11,0,0,0,0,0,0,0,171,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,1.41,0.28,2.54,0,1.97,0,0,42,0,0,0,0.85,0,0,2.82,0.85,1.13,0,0,0,0,7.33,4.51,0,0.28,0,1.69,0.28,0,0,0,0,0,0,0
21Day,2.22,0,0.74,9.99,0.74,7.4,0,1.48,0,0.37,177.59,0,0.37,0,8.14,0.37,1.48,3.7,3.33,5.55,0,0,0.37,0.37,7.03,2.22,0,0.37,0,1.11,3.33,0,0.74,0.37,1.85,0,0,1.11
3Month,1.04,3.02,3.33,22.05,0.31,0,4.99,0.52,0.1,19.24,1044.43,0,22.57,10.61,1.35,14.87,2.08,7.18,11.86,8.63,1.77,0.1,2.6,4.06,1.14,0.21,1.14,0.73,0,0,7.18,9.78,0.42,0,0,3.02,5.72,5.82
22Month,1.09,5.6,11.89,33.62,0.27,0,12.3,0.68,0.14,17.63,1936.32,3.28,58.21,8.06,6.7,12.03,1.37,1.91,20.36,11.89,0.14,4.1,1.37,0.14,2.87,0.14,2.46,2.19,1.37,1.23,1.91,1.37,2.87,2.6,0,0.68,0,4.65
