stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,4,0,10,0,5,0,0,0,0,0,0,1,0,0,0,0,3,4,8,34,0,0,0,0,4,228,0,0,6,0,0,0,0,1,0,0,0
72hpf,2.25,0.56,0,1.97,1.13,1.41,0,0,0,0,0.28,0,0,0,0,0.56,0,0.85,4.79,0.56,6.76,0,0.28,0,0.28,43.97,31.85,0,0.28,4.23,0.28,0,1.69,0.28,0,0,0,0
21Day,2.22,0,0,7.77,0,9.62,0,3.7,0,0,0,0,0,0.37,0.37,3.33,1.48,3.33,4.07,0.37,11.1,0,0,1.11,0,22.57,15.54,0,0.37,5.55,0.74,0.74,3.33,0.74,0,0,0,0.74
3Month,0.42,1.14,0,10.09,0,0,0.1,0.21,0.1,0.94,1.56,0.1,0,9.88,1.87,0.52,4.06,0.62,4.06,1.66,7.18,1.35,0.1,0.62,1.25,0.83,0.73,0.62,0.94,0.31,0.94,35.68,0.1,0,0,1.14,8.63,4.26
22Month,0,1.64,0.55,3.28,0.27,0,0.55,0.14,0,0.14,5.33,1.91,0,21.86,0.41,2.46,4.1,0,0.82,2.87,7.79,0.14,0.41,1.23,0,0.68,0.14,0.82,0.55,0.41,0.14,10.11,0.82,0,0,0.14,0.14,0.96
