stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,37,32,0,173,2,6,0,3,0,1,5,0,33,1,0,1,3,65,51,614,123,0,2,0,14,319,649,2,0,0,17,0,0,0,0,0,0,30,0,0,0
72hpf,21.7,25.37,0,62.01,17.19,36.64,0,5.07,0,0,10.71,0,0.28,0.56,0,6.2,0.28,61.16,182.64,115.56,80.04,0,12.97,7.05,13.81,147.12,84.27,4.51,2.82,0,110.48,2.82,0,0.28,30.44,0.85,0.28,48.48,0,0,0
21Day,21.83,12.21,26.64,241.97,5.55,172.41,0,57.72,0,3.33,28.86,0.37,0,25.16,18.13,54.39,32.93,77.7,114.7,234.94,101.01,0.37,0.37,27.75,5.55,64.01,31.08,7.03,4.44,0,55.5,27.75,0,1.11,7.77,2.22,8.51,11.84,0,0,33.67
3Month,2.5,47.74,55.96,462.04,2.91,0,9.88,9.57,0.94,169.03,454.24,2.5,0,981.5,472.76,13.11,397.87,101.94,149.89,706.38,105.37,22.36,1.66,115.46,97.46,11.03,2.81,62.72,16.95,0,7.28,33.29,1.25,71.67,5.1,0.42,0.21,5.41,41.61,30.06,113.07
22Month,2.32,36.76,36.62,135.83,1.23,0,12.85,5.6,0.14,67.23,943.43,68.19,0,1251.16,170.4,13.39,339.57,20.5,28.29,655.64,50.7,2.05,29.11,50.83,5.6,5.88,1.37,30.2,15.3,6.83,2.73,4.78,0,22,11.89,2.87,0,1.78,4.1,0,40.58
