stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,4,0,7,0,1,0,0,0,0,0,0,0,0,0,1,5,19,32,0,0,0,0,5,230,0,0,3,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,1.13,0,1.69,1.41,2.82,0,0,0,0.28,0,0.56,0,1.13,0,0.85,10.15,0.28,14.09,0,0.85,0.56,0,79.2,65.11,0,1.13,16.91,0.56,0,0,5.36,2.54,2.54,0.56,0,0,0
21Day,9.25,0.37,0,32.93,1.85,30.34,0,8.51,0.37,2.96,0,2.96,2.59,19.98,1.85,1.85,15.54,16.28,37,0,0,4.07,0,59.94,43.29,0.37,3.7,9.99,7.77,0,1.11,5.92,6.66,11.84,0.37,0.37,0.37,12.21
3Month,0,0.31,0.42,14.98,0.21,0,0.31,0.42,2.39,8.95,0,16.23,7.07,1.46,7.18,1.66,5.2,6.55,6.87,0.94,0,2.08,0.73,1.46,0.31,0.73,1.66,1.14,0.94,0.1,15.71,0.42,0,0,0.1,3.12,31.31,12.69
22Month,0.27,0.68,0.55,4.65,0,0,0.27,0.27,0.82,7.24,0.96,28.15,2.73,1.09,4.65,0.27,0.55,4.37,2.73,0,1.64,1.5,0.14,0.68,0.14,0.68,0.68,0,0,0,1.5,0.14,2.46,0,0,0.27,0.14,3.28
