stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,3,0,1,0,1,0,0,0,3,0,0,0,0,0,0,3,11,0,0,0,0,4,95,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.28,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0.56,0,1.41,0,0,0,0,6.48,5.64,0,0.28,7.61,0,0,0,2.54,0,0,0,0
21Day,0.37,0,0,0.37,0.37,1.85,0,0.37,0,0,0,0,0,0,0.37,0,0,0.37,0.37,5.18,0,0,0.37,0,4.44,2.96,0,0.74,6.29,0.74,0,0.37,0.37,0.37,0,0,0
3Month,0.1,2.6,0.31,4.99,0,0,0.21,0.94,0.94,2.29,0,0,14.87,2.18,0.62,4.78,0.62,0.83,1.35,3.02,0.42,0.1,0.31,1.14,0.1,0.1,0.62,0,0.1,0.73,0.1,10.92,0.1,0,1.14,1.66,6.45
22Month,0,1.23,0,0.41,0,0,0.14,0.14,0,0.68,0.27,0,11.21,0,0.41,0.55,0.14,0.27,0.55,0.82,0,0.27,0,0,0,0.14,0,0,0.14,0.41,0,0,0.14,0,0.14,0,1.37
