stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28,5,0,43,0,0,0,0,0,0,0,1,0,0,1,4,14,4,192,1,0,2,34,758,1,0,7,0,0,0,0,1,0,0,0
72hpf,12.97,1.41,0,6.76,0.28,4.23,0,0,0,0,0,0,0,0,0.56,10.99,10.43,0.56,69.62,0,3.1,0.28,204.06,110.2,0.28,0.56,37.77,0.28,0,39.74,0.56,0.56,0,0,0
21Day,14.43,0.74,0.74,3.33,0,2.59,0,0.74,0,0,0.37,0.37,0,0,1.48,0,2.22,0,30.34,0,6.66,0.37,15.54,17.76,0,0,16.28,1.48,0,4.07,0.37,0.37,0,0,0.37
3Month,0,0.1,2.39,2.7,0,0,0.1,0,1.35,0.21,0,1.35,0.42,0.1,6.87,0.1,0.52,0.62,3.43,0,25.69,0.21,0,0,0,0.1,0.21,0.1,9.88,0.1,0.1,0,0.1,2.5,0.42
22Month,0,0,1.5,1.78,0,0,0.14,0,0.96,0.41,0,2.19,0,0.14,5.19,0,0,0.55,1.5,0.14,16.12,0,0.14,0,0,0,0,0,4.92,0.14,0,0,0,0,0.55
