stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,1.41,0.28,0,0,0,0,0,0,0,0,0,0,0,0.85,5.64,0.56,1.41,0,0,0,0,1.41,1.69,0,0,0,1.41,0,0,0,0,0.28,0,0,0
21Day,1.85,0,0,10.36,0,2.22,0,1.48,0,0,0.37,0,0.37,0,1.11,0.37,2.59,4.44,0.37,8.14,0,0,0.74,0,1.85,1.11,0.37,0,0,1.85,0.37,0,0,0.37,0.37,0,0,1.11
3Month,0.1,2.5,0.62,12.38,0,0,0,0.21,0.1,1.35,2.5,0.1,18.1,3.12,0.21,3.74,1.77,6.45,1.77,6.24,0.83,0,0.73,1.56,0.52,0.21,0.94,0.21,0,0.42,0.21,1.46,0.1,0,0.1,1.46,0.31,1.56
22Month,0.14,4.65,0.14,8.47,0.27,0,0.41,0.14,0,0.41,11.48,6.01,35.67,1.91,0.55,6.97,0.41,3.55,2.6,6.01,0,0.55,0.41,0.14,0.27,0.14,0.55,0.27,0.27,0,0.14,0.41,1.23,0,0,0.68,0,1.23
