stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,10,13,0,0,0,0,1,5,3,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.56,1.13,0.85,0,0.28,0,0.28,0,0,0,0.28,0,2.54,2.82,0.28,1.97,0,15.78,0.28,0,11.27,3.66,0.56,0,0,1.97,0,0,0.28,0,0.28,0,0,0
21Day,1.11,1.11,0,9.25,0.37,1.48,0,0.74,0,1.48,0,4.07,0,3.7,0.74,6.29,7.77,4.81,4.81,0,0.37,0,0,4.07,2.22,0,0,0,1.48,0.74,0,0.37,0.37,0,0,0,1.11
3Month,1.14,15.39,0.42,13.11,0.52,0,1.14,0.42,2.81,297.7,0,37.55,35.68,10.61,3.54,1.25,7.39,37.86,5.82,0.94,0.31,2.29,1.87,1.25,0.21,1.56,0.73,0,0.83,3.12,3.85,0.52,0.21,0,1.87,8.01,8.53
22Month,0.27,13.39,2.6,11.34,1.09,0,3.55,0.55,3.14,434.41,4.92,427.85,17.08,17.35,6.83,0.96,4.1,126.67,8.47,0.41,7.52,2.05,0.14,1.64,0,2.73,1.91,1.91,0.27,2.05,0.55,2.05,1.78,0.14,0.68,0,9.7
