stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,8,0,0,0,0,0,0,0,1,0,0,0,2,1,7,25,0,0,0,12,259,0,0,6,0,0,0,0,0,1,0,0,0
72hpf,1.97,1.13,0,6.2,1.13,2.82,0,0.28,0,0,0,0,0,0.28,0,1.97,3.66,1.13,10.71,0,0,0.28,133.03,53.83,0,0.28,9.86,0,0,6.48,0.28,0.28,0.28,0,0,0
21Day,5.55,0.37,0.74,13.69,0.37,9.25,0,2.59,0,0.37,0,0.37,0,6.66,0.74,0.74,2.96,4.07,20.35,0,0,1.11,61.79,22.57,0.37,0.74,7.03,2.22,0,3.7,1.48,1.11,0.74,0,0,4.07
3Month,0,0.21,0,3.85,0.1,0,0.31,0,0.21,1.14,0,2.29,1.35,0,1.25,0.31,1.25,0.83,1.14,0.21,0,0.31,0.21,0.1,0,0.1,0.1,0,2.7,0,0,0,0.1,0.31,4.16,1.46
22Month,0,0.68,0,0.96,0,0,0,0,0.14,0.82,0.41,4.65,0.68,0.41,0.82,0.14,0.27,1.5,1.09,0,0.27,0.14,0.14,0,0.14,0.27,0,0.14,0.41,0,0,0,0,0.14,0,0.96
