stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0.28,0.28,0,0,0,0,0,0,0,0,0,0.85,0,0.56,0,0.28,0,0,1.41,1.69,0,0,0,0.28,0.28,0,0,0,0,0,0.28,0,0,0
21Day,0.74,0.37,0.37,5.55,0,1.48,0,0,0,0,0,0,0.74,0,1.48,1.85,0.74,4.81,0,0,0.37,0,2.22,1.11,0,0,0,0.37,0,0,0,0,0,0.37,0,0,0,0
3Month,0.1,0.62,1.14,10.61,0.21,0,0.42,2.08,2.81,0,39.84,3.02,0,14.77,5.41,3.22,3.85,4.26,0.62,0.31,2.91,1.66,0.31,0,0.31,0.21,0,0.1,2.18,0.1,0.62,0.1,0,0,0.1,1.04,0.83,2.5
22Month,0,3.69,1.5,8.75,0,0,0.82,3.42,6.01,4.1,82.81,0.68,0.27,21.18,1.91,1.09,3.14,5.19,0.14,3.55,2.73,0.55,0.14,0.14,1.91,0.41,0.55,0.27,0.41,0,0.14,1.09,0.27,0,0.14,0.96,0,2.05
