stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,453,0,0,0,0,13,67,0,0,170,0,0,0,0,0,0,0,0,0,0
72hpf,14.66,4.79,0,7.33,1.69,9.02,0,0,0,0,0.28,0,0,0,0.28,0,2.54,12.4,2.25,695.04,0,0.56,18.32,0.28,76.38,42.56,0,0.56,576.1,0.56,0,0,7.61,0,0.85,18.32,0,0,0
21Day,9.99,4.07,0.37,11.1,0.37,9.62,0,2.59,0,0.37,0.74,0.37,2.22,0.37,1.85,2.22,0.37,6.66,1.85,586.8,0.37,0.37,89.17,0,18.5,9.25,0,0.37,144.66,16.28,0,0.37,2.59,2.22,2.96,9.25,5.18,0,1.11
3Month,1.14,5.51,0.21,5.72,0.1,0,1.14,0.1,0.21,0.73,3.85,0.21,5.2,1.98,0.1,3.22,0.62,1.77,1.87,138.24,19.14,0.1,42.54,0.31,0.73,0,0.52,0.21,4.78,0.94,0.1,1.35,0,0,0,0.52,13.94,0.21,0.73
22Month,0.27,3.42,0.14,1.91,0,0,0.68,0.14,0,0.27,0.68,0.41,7.52,0.14,0.27,0.55,0.27,0,0.55,70.37,1.91,0.14,15.03,0,0.68,0.14,0,0.41,3.01,0,0,0.14,0,0,0,0.27,0.96,0,0.41
