stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,26,1,0,0,0,0,0,0,0,1,0,0,0,0,4,4,5,12,0,0,0,0,7,90,0,0,1,0,0,0,0,0,3,0,0,0
72hpf,0.85,0.28,0,22.27,17.47,1.41,0,0.28,0,0,0,0,0,0,0,0.28,0,1.13,20.86,0.56,13.25,0,0.28,1.41,0.28,122.32,21.98,7.05,4.23,10.71,0,0,8.17,2.25,1.97,2.25,0,0,0
21Day,1.85,1.11,2.22,102.12,13.69,7.77,0,1.11,0,0,0,0.37,0,1.48,0,4.81,1.48,0.37,15.91,6.29,64.01,0,0,4.81,0,132.83,9.99,12.21,5.18,33.67,7.77,0,2.59,2.96,8.51,1.48,0,0,1.48
3Month,0,2.18,0,51.59,2.5,0,0.21,0,0.62,2.5,0.83,0.1,0,4.37,0.62,0.21,1.46,0.62,6.87,1.35,7.8,0.52,0,2.6,0.21,1.25,0.21,16.12,0.1,0.52,0.42,1.14,0.1,0,0,0.21,2.08,0.42,1.46
22Month,0,3.01,0.41,20.5,0.55,0,0.14,0.14,0.27,1.5,1.23,0.55,0,13.39,0.82,1.64,1.78,0.14,3.28,2.46,9.16,0,0.68,1.09,0,1.64,0,11.48,0,0,0.14,0.41,0.82,0.27,0,0.14,0.27,0,0.55
