stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,67,10,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,82,2,0,0,0,0,11,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0
72hpf,62.01,10.71,0,1.69,0,0.56,0,0,0,0,1.13,0,0,0,1.41,0,0,6.76,10.99,3.66,0,0,0,0,20.57,2.82,0.28,0.28,0,4.51,0,0,0.56,1.41,0,0,0.56,0,0,0
21Day,49.21,4.44,1.48,24.79,0.37,4.44,0,1.48,0,0,7.4,0,0.37,3.33,48.84,10.36,1.11,30.71,25.9,43.29,0,0,19.24,0,19.24,2.22,0.37,1.11,0,9.25,3.33,0,0.37,2.22,0.74,2.22,0,0,0,21.46
3Month,0.83,14.77,1.04,21.43,0.1,0,1.25,1.14,0.21,3.85,57.83,0,13.94,50.86,8.84,133.56,1.35,29.54,118.79,21.53,9.88,0.1,99.44,0.94,1.77,0.1,1.66,0.62,0,0.73,1.77,0.1,24.76,0.1,0.1,0,0.62,12.48,3.74,53.57
22Month,0.27,17.49,1.5,17.49,0,0,1.64,1.78,0,4.1,93.74,1.78,30.88,35.67,11.75,135.56,0.41,10.25,147.58,46.19,1.5,1.5,49.19,0.55,1.64,0.14,2.05,1.23,0.68,1.23,0.55,0,10.8,1.23,0.82,0,0,0.96,0,29.24
