stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.56,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,2.59,0.74,0,0,0,0,0.37,0,0,0,1.48
3Month,0,0.1,1.25,0.21,0.1,0,1.04,0.1,0.1,0.31,0.1,0.31,0.94,0.1,0.21,0,0.31,0.1,0,0,0.83,1.46,0.1,0.1,40.25,2.91
22Month,0,0.14,0.14,0,0.14,0,0.41,0,0,0,0,0,0.14,0,0,0.14,0,0,0,0.14,1.09,3.14,0,0,0.27,0.96
