stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,47,0,0,1,0,0,0,0,0,0,0
72hpf,1.13,0,0,0.56,0,0.85,0,0,0,0,0,0,0,0,0.56,0,1.41,0,65.11,12.97,0.56,0,1.97,0,0,1.69,0,0,0,0
21Day,0.74,0,0,1.85,0,0.74,0.37,0,0,0,0,0,0.37,0.37,0.37,0,2.22,0,20.35,1.48,0,0,0.37,0.37,0.37,1.85,0.37,0,0,0.37
3Month,0,0,0,1.04,0,0,0,0.1,0.21,0.94,0.1,0,0.1,0,0.21,0.1,0.52,0,0.42,0.1,0.21,0,0,0,0.94,0,0,0.1,0.21,0.1
22Month,0,0.14,0.27,1.23,0.14,0,0,0.14,0.27,7.79,0.14,0.14,0.41,0.14,0.27,0.14,0.68,0.14,0.27,0,0.55,0.27,0.14,0,2.46,0,0,0,0,0.41
