stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,43,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,7.33,1.13,0,5.64,1.69,7.61,0,0,0,0,0,0,0.56,0,3.38,16.91,1.13,16.35,0,1.69,1.41,0.56,1007.89,45.94,0.85,1.41,20.86,0.28,0,6.2,69.33,58.06,7.05,0,0,0
21Day,4.81,1.48,2.22,18.13,0.74,15.91,0,3.33,0,0.74,1.11,0.37,4.44,1.48,1.11,11.84,2.59,20.35,0,0,0.74,0.37,409.95,14.8,0.74,1.11,8.51,12.21,0.37,5.92,49.95,92.87,1.48,0,0,2.96
3Month,0,0,0.31,7.28,0,0,0.21,0,0.21,0.73,2.18,0.31,0.1,2.29,0.31,1.25,0.73,1.87,0.31,0,0.1,0.31,7.49,0.31,0.52,0.1,0,0.62,4.37,1.35,1.56,0.21,1.66,0.83,3.33,0.52
22Month,0.14,0.14,0.27,3.14,0,0,0,0,0.27,0.82,6.42,0.27,0.55,2.19,0.27,0.14,0.82,2.05,0,0.14,0,0,8.75,0.14,0.41,0.27,0,0,7.24,1.64,0.27,0,1.78,0,0,0
