stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,1,5,21,13,0,0,0,0,3,76,0,0,0,3,0,0,0,0,0,0,0
72hpf,0.56,0.85,0,7.33,0.28,2.25,0,0.85,0,0.56,0,0,0,0,0.28,0,3.38,14.09,1.13,3.66,0,0.56,0.28,0,9.86,12.68,0,0.28,0,3.66,0,0,1.97,0,0,0,0
21Day,2.59,0.37,0,16.28,0,7.4,0,2.59,0.37,0.74,0,0,0.74,0.37,3.7,0,1.11,7.77,1.85,4.81,0,0.37,0.37,0.37,4.44,6.29,0.74,1.48,0,2.59,2.59,0.37,1.48,0,0,0,3.33
3Month,0.1,1.46,0.62,25.48,0,0,0.62,0.31,3.02,5.3,0.1,0,20.39,2.7,1.25,6.35,1.56,10.51,6.97,5.82,2.18,0.1,2.39,0.94,0.42,0,0.83,0.52,0,0,0.83,15.71,0.52,0,1.46,18.93,7.18
22Month,0.14,0.96,0.82,6.01,0,0,0.68,0.27,1.09,7.65,1.64,0,19.68,1.5,1.23,6.56,1.09,1.37,7.11,2.32,0.14,0.68,1.37,0,0.14,0,0.96,0.27,0.14,0.14,0.27,1.91,0.27,0.14,0.14,0,1.91
