stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,25,1,0,0,0,0,1,0,1,0,0,0,0,2,40,0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,2.54,0.28,16.63,3.95,1.97,0,0,0,0,0,0,0.28,0,0.56,0,10.43,85.12,0,11.27,0,4.23,1.69,0.28,98.36,27.9,0.28,0,0,16.07,1.97,0.56,8.74,2.82,3.38,1.97,0,0,0
21Day,4.07,2.22,0.37,64.01,2.59,1.48,0,0,0.74,0.37,0,0,0.74,0.37,7.03,4.81,5.92,48.84,4.81,36.26,0,0.37,3.7,0,38.48,16.28,1.48,0.74,0,10.73,4.81,0.37,4.81,3.33,15.17,0,0,0,1.11
3Month,0.21,6.87,1.98,85.81,1.46,0,0.52,0.31,9.47,1.98,0,0,61.37,3.22,1.46,21.22,8.74,18.41,5.3,10.71,3.02,0.21,1.66,3.02,5.2,0.31,5.82,0.21,0,0.62,1.87,41.09,1.04,0,0.1,0.94,4.47,6.24,4.37
22Month,0.27,8.75,3.14,28.83,1.23,0,0.27,0,3.83,1.91,10.66,0,182.97,1.23,2.87,27.88,2.05,4.92,6.83,11.21,0.55,4.65,2.19,0.41,3.83,0.41,8.06,1.5,0.41,0.68,0.14,11.34,7.11,2.73,0,0.27,0.82,0.14,4.78
