stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0.37,0.37,0.37,0,0,0,2.22,0,0,0,1.85,0,0,0.74,0.37,1.48,0,0,0,0,0.37,0.37,0,0,0,0.37,0,0,0,0.37,0,0,4.81
3Month,0.31,1.56,0.42,6.66,0.1,0,1.04,0.21,1.14,285.32,0,6.35,3.54,0.94,3.12,0.94,2.81,6.14,2.6,0.73,0.1,0.73,0.73,0.21,0.1,0.73,0.31,0,0.31,3.33,2.5,0.31,0.21,1.35,1.66,67.09
22Month,0.14,1.09,0.27,1.5,0,0,3.28,0,0.27,386.31,1.5,6.01,1.91,0.14,1.09,0.14,0.55,8.34,0.96,0,0,0.27,0.14,0.27,0,0.68,0.27,0.27,0,0.27,0.41,0.96,0.41,0.27,0,26.92
