stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.95,0,0,0.28,0.85,0,0,0,0.28,0,0,0,0,0,0,0.85,0,0.85,0,0,0,0,4.79,3.1,0,17.47,1.69,0,0,0.56,0,0,0,0,0
21Day,1.85,0,0,2.22,1.11,0,0,0,0.37,0,0.74,0,0.37,0,0,1.85,0.74,4.07,0,0,0.37,0,21.46,1.85,0,40.33,1.11,2.22,0,2.22,1.11,0.37,0,0,0.37
3Month,0.21,0.42,0.1,3.64,0,0,0.1,0.1,0.73,0,3.22,0.73,0.31,0.94,0.21,1.25,0.73,1.56,0.1,0,0.31,0.21,1.35,0.21,0.1,25.69,0.1,0.21,1.04,12.79,0,0.42,0.83,1.04,0.73
22Month,0,0.68,0.27,1.5,0,0.55,0.14,0.27,1.37,0.55,13.12,0.96,0.14,0.96,0,0,1.64,1.5,0,0.68,0.27,0,0.55,0,0.27,26.51,0,0.41,0.27,28.56,0.82,0.68,0,0,0.27
