stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,1.13,0,0,0,0,0,0,0,0,0,0,0.28,0,1.69,0,0,0,0,0,0,0.56,0,0,0,0.28,0,0,0,0,0,0,0,0
21Day,0,0,0.37,2.22,0,1.48,0,0,0,0,0,0,0,0,1.48,0.37,0.74,1.85,1.85,0.37,0,0,0.37,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0.74
3Month,0.1,0.83,2.5,20.6,0,0,0.94,1.04,1.87,4.78,0,0,13.83,22.88,0.52,20.7,2.08,4.37,10.51,3.02,0.62,0,0.73,0.62,0.83,0.21,0.52,0.1,0,0.21,0.94,0.1,6.76,0.1,0,0.83,0.62,8.22
22Month,0,0.41,2.19,5.88,0,0,0.41,0,1.23,14.62,0.41,0,9.16,6.56,0.55,19.95,0.41,1.23,6.56,1.64,0.14,0.27,0.82,0,0,0,0.27,0,0.14,0.27,0.14,0,10.66,0,0.27,0.14,0,2.46
