stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,0,0,0,0,0,1,0,0,0,0,1,1,3,7,0,0,0,0,1,338,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.56,0,1.69,0,2.82,0,0.28,0,0,0,0,0,0,0.85,3.66,0.28,2.25,0,0,0,0,32.13,79.76,0.28,0.85,4.79,0,0,93.57,0.28,0,0.28,0,0,0
21Day,1.11,0,0,0.74,0,0,0,0,0,0,0,0,0.37,0,0,1.11,0.37,1.11,0,0,0,0,2.59,12.95,0,0.37,0.74,0.37,0.74,12.58,0.37,0.37,0,0,0,0
3Month,0.1,0,0.21,1.66,0,0,0.31,0.42,0,0,4.58,1.04,0,1.66,0.1,0.52,1.25,0.62,0.1,0,0.1,0.1,0.62,0.1,0.83,0.21,0,1.04,91.74,0.52,0,0,0.31,1.04,69.59,1.35
22Month,0.27,0.14,0,1.09,0.14,0,0.14,0.55,0.27,0,14.21,0.41,0.14,0.82,0,0,0.68,1.37,0,0.41,0.14,0,0.14,0.27,0.27,0,0,0.14,9.84,0.14,0.14,0,0.14,0,0,0.14
