stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.28,0,0,0,1.13,0.85,0,0,0,0,0,0,0,0,0,0
21Day,0,0,1.85,0.37,0,0,0,0,0,0,0,1.11,0.37,1.85,0,0,0,0.74,0,0,0,0,0,0,0.37,0,0,0,0.37
3Month,0.1,0,3.74,0,0,0.94,0.1,0,1.77,0.52,1.77,0.94,0.94,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.31,0.1,0,0,0.21,0.52,1.04
22Month,0,0.14,1.78,0,0.14,0.41,0.82,0.41,5.88,0.14,1.5,0.82,0.82,0.68,0,0.14,0,0,0,0.14,0.14,0,0.27,0,0,0,0,0,0.41
