stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,3,29,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.69,0.28,0.28,0.28,1.13,0,0,0,0,0,0,0,0,0,0,3.38,0.56,3.95,0,0.85,0.28,0,172.49,5.92,0,0.56,2.82,0,0,1.41,0,0,0.28,0,0,0
21Day,0.37,0,1.85,0.37,0.74,0,0,0.37,0,0,0,0,1.11,0.74,0,1.11,1.11,4.44,0,0,0,0,44.03,2.22,0,2.22,4.07,2.22,0.37,0.37,0,0.37,0.37,0,0,0
3Month,0.73,0.31,1.14,0.1,0,0.21,0.21,0.21,0,0,1.14,0.42,0,1.14,0,0.1,0,2.91,0.1,0,0.42,0.21,1.04,0,0.21,0.52,0.1,0.1,6.87,0.73,0.1,0,0,0.31,0.31,0.31
22Month,0.14,0.55,1.09,0.14,0,0,0,0.41,0.14,0,3.01,0.14,0.14,0.82,0.14,0,0.14,2.19,0,0,0.27,0,1.23,0,0.41,0.14,0,0.14,8.47,0.68,0,0,0,0,0.14,1.78
