stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.28,0.28,0.85,0,0,0,0,0,0,0,0,0,0,1.13,0,0.28,0,0,0,0,8.74,4.23,0,0,2.54,0.28,0,1.41,2.25,0,0.28,0.56,0,0,0
21Day,0.37,0,0,0.74,0.74,1.11,0,0,0,0,0,0,0,0,0,0,1.11,0,3.7,0,0,0.74,0,5.18,1.11,0.37,0,1.85,1.11,0,7.03,1.11,0,1.11,0.74,0.37,0.74,0.37
3Month,0.21,2.08,2.08,25.17,0.42,0,0.94,0.1,4.37,7.7,0,36.82,9.57,0.73,11.75,3.85,8.22,5.93,10.82,2.18,0.31,2.08,4.47,2.29,0.21,2.6,1.25,0.52,7.91,0.1,694.21,1.25,0.21,0,0.31,5.51,688.18,6.35
22Month,0.14,1.64,0.41,1.64,0,0,0.41,0,0.41,0.55,0.14,4.78,0.27,0.14,2.05,0,0.55,0.82,4.51,0,0.82,0.14,0.27,0,0,0.41,0.41,0.27,0.14,0,47.69,0.68,0.27,0,0,0.27,2.05,0.14
