stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,17,0,0,0,0,7,147,1,0,1,0,0,0,0,0,0,0
72hpf,0,0,0,1.97,5.07,0.28,0,0,0,0,0,0,0,0,0,0,1.13,1.97,0.56,1.69,0,0,0,0.28,11.27,8.17,0.85,0,1.41,0,0,3.95,0,0,0,0
21Day,0.37,0,0,2.59,3.33,0,0,0,0,0,0,0,0.37,0,8.14,0,1.11,1.85,0,1.48,0,0,0.37,0,6.29,4.81,0.37,0,1.85,0,2.59,1.85,0,0,0,1.11
3Month,0,0.62,0.73,18.2,0.42,0,0.21,0.1,0.1,0.73,1.56,0,11.23,1.77,0.73,1.66,5.51,2.81,1.35,4.78,0.94,0,0.62,1.25,2.08,0.31,1.66,0.52,0.31,1.14,27.04,0.21,0.52,1.14,285.84,2.7
22Month,0,0.96,0.14,11.48,0.14,0,0.14,0,0.14,0.41,2.19,1.09,15.3,0.68,0.55,1.37,1.78,0.82,2.46,3.96,0.27,0.41,0,0.27,1.09,0,0.68,0.41,0.14,0.14,5.88,0.68,0,1.5,1.09,1.37
