stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,45,24,0,71,1,0,0,0,0,0,2,0,13,0,0,1,0,6,4,138,129,0,0,0,2,35,404,1,0,22,1,0,0,0,0,1,0,0,0
72hpf,37.49,37.2,0,50.17,10.43,13.25,0,1.41,0,0,1.41,0,0,0.56,0,1.97,0.85,20.01,68.21,42.84,173.9,0.28,7.05,6.48,4.51,877.39,270.57,2.82,10.99,214.49,1.97,0,64.26,4.23,1.97,14.94,0,0,0.28
21Day,53.65,16.28,1.85,89.91,2.22,40.33,0,13.69,0,0.37,4.44,0,0,7.77,2.22,11.84,11.84,4.81,54.76,54.02,297.1,0,0.74,42.55,1.11,229.39,99.9,1.85,10.36,97.68,24.05,0.37,22.57,5.55,15.91,11.1,0.37,0,5.18
3Month,0.52,10.71,2.6,81.13,0.83,0,1.46,0.94,1.04,5.51,33.08,0.42,0,173.6,5.2,2.39,31.93,7.91,20.39,34.64,59.19,13.31,0.1,4.68,7.59,2.7,0.62,5.72,5.51,3.54,3.43,15.29,1.66,0.31,0,1.98,36.51,63.45,7.59
22Month,0.55,13.12,2.6,34.98,0,0,2.73,0.68,0.41,3.01,67.64,15.17,0,130.77,2.73,4.1,25.83,1.5,4.1,46.87,69.01,2.32,4.24,5.19,0.41,2.46,0.27,5.06,8.06,2.46,0.27,2.19,5.06,2.46,0,0.41,5.6,0.14,3.28
