stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0
72hpf,0,0,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,1.13,1.69,0,0,0,0,0,0,0,0,0
21Day,0,0,0.37,0,0.37,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0.74,1.48,0,0,0,0,0,0,0,0,0
3Month,0.31,0,4.78,0.1,0,0.1,0.31,0.31,4.68,0.83,0.1,4.06,0.1,1.14,0.62,1.04,0.1,0.1,0.31,0.1,0.31,0,0.21,0.31,0.21,0.52,3.12,0.21,0.42,143.44,0.52
22Month,0.14,0.14,0.55,0,0,0.14,0,0.41,3.83,0,0,0.96,0.14,0.14,0.55,0,0,0.14,0,0,0.14,0,0,0,0,0,1.37,0,0,0.55,0
