stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,8,14,15,0,0,0,1,8,59,1,0,0,1,0,0,0,0,1,0,0,0
72hpf,0.85,0.28,0,1.69,0.85,0.85,0,0,0,0,0,0,0,0,0,0,2.25,9.3,0.28,6.76,0,0.28,0,0.28,20.01,8.46,0.28,0,0,4.51,0.28,0,1.69,0.28,0.85,0,0,0
21Day,1.85,0.37,0,4.44,0,0.74,0,0.37,0,0,0,0,1.11,0,2.22,0,0.74,0.74,1.48,1.48,0,0,0.37,0,1.11,3.33,0,0,0,3.33,0,0.74,0,0,0,0,0,0
3Month,0,1.66,0.73,14.25,0.1,0,0.52,0.42,4.06,3.74,0,0,24.76,3.54,0.42,13.94,1.46,4.26,5.93,5.2,1.35,0.1,0.73,1.04,0.83,0.21,1.14,1.87,0,0.31,0.83,35.78,0.31,0,0.1,1.04,24.76,4.06
22Month,0,1.5,1.37,3.83,0,0,0.14,0.14,1.37,3.69,1.78,0,52.06,1.09,1.23,15.03,0.14,0.82,4.51,1.64,0.14,0.55,1.09,0,0.27,0.27,1.23,0.68,0.68,0,0,8.61,0.55,0.55,0.14,0.14,0.27,1.09
