stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.13,0,0,0,0,0,0,0,0,0,0,16.07,0.85,0.28,0,0,0,0,9.02,1.97,0.85,0,0,0,1.69,0,0,0,0,0.28,0,0,0
21Day,0.37,0,11.84,1.11,0.37,0,0,0.37,0,0,0,0,0.37,14.06,0.37,1.11,0,0.74,0,0,0,8.14,1.85,0.74,0.37,0,0.37,0.74,0,0,0.37,0.37,0,0,0,0.37
3Month,0,0.21,11.44,31.31,0,0.62,0.1,3.33,0.52,0,7.8,2.7,0,131.17,3.85,1.04,0.83,2.08,0.42,0,0.21,90.49,0.31,0,0.31,0.52,0.21,1.04,9.26,0.21,0,0,0.1,0.42,18.52,1.66
22Month,0,0.27,4.51,8.47,0,0,0,3.01,0.14,0.14,8.61,0.55,0.14,106.72,0.55,0.14,0.27,0.55,0,0.82,0.41,9.43,0.14,0,0.14,0.14,0,0.41,1.91,0.27,0,0,0,0,0,0.27
