stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0.85,0,0,0,18.04,1.13,0.56,0.28,0,9.3,0,7.33,1.69,0.85,0,0,0,0.28,0.28,0,0,0,0,0,0.56,0,0,0
21Day,0.74,0.74,5.55,3.7,4.81,0,0.74,0,0.74,0,0,39.59,0.37,0.74,8.14,0,1.11,0.74,4.81,0,0,1.11,5.18,4.81,0.74,0.37,0,0,1.48,2.59,0,0,0.37,0.37,1.11,9.99,0,0,1.85
3Month,0.52,1.46,12.07,30.16,0,6.24,0.21,0.1,18.2,7.39,0.1,1284.82,9.26,0.52,168.3,4.06,10.3,3.85,12.07,1.77,1.04,2.5,80.2,1.35,0,2.08,1.77,0,0.73,11.23,0.1,6.45,0.52,0,0,0.1,3.22,3.33,8.11
22Month,0.41,8.34,11.75,15.03,0,8.61,0.14,0,10.8,9.16,3.83,2516.54,4.65,1.64,112.6,1.5,1.23,11.21,11.89,0.96,31.7,3.69,8.75,0.82,0.14,1.37,2.87,1.64,0.27,6.97,0,2.6,1.23,0.55,0,0.14,0.55,0.14,7.52
