stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,0.56,0.28,1.13,0,0.28,0,0,0,0,0,0,0,0.56,1.41,0.28,1.69,0,0.28,0.28,0,20.86,9.86,0,0,0,0.85,0,0,1.41,0.28,0.28,0,0,0
21Day,0.37,0,0.37,5.18,0,1.85,0,2.22,0,0,0,0,0,1.11,0,0,0.74,1.11,5.55,0,0,0.37,0,3.33,4.07,0.37,0,0,1.11,1.48,0,1.11,0,0.37,0,0,0.74
3Month,0.1,0.62,0.21,9.67,0.1,0,0.42,0,0.83,3.12,0.1,14.15,1.25,0.73,4.37,0.31,2.5,3.43,2.7,0.31,0.1,0.31,0.73,0.73,0,0.31,0.31,0,0.1,0.31,4.47,0.1,0,0.1,1.25,1.56,3.74
22Month,0.14,0.41,0.41,2.87,0,0,0,0.55,0.41,3.42,1.23,37.85,1.5,0.55,3.69,0.14,0.27,2.19,3.14,0.14,0.68,0.55,0,0.55,0.14,0.41,0,0.27,0.27,0.27,0.55,0.27,0.27,0,0.14,0,0.82
