stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,3,0,6,0,0,0,0,0,0,1,0,0,0,0,1,2,6,17,0,0,0,0,5,40,0,0,2,0,0,0,0,0,1,0,0,0
72hpf,1.69,2.25,0,3.95,1.41,1.41,0,0,0,0,0,0,0,0.28,0,0.85,10.43,0.85,9.86,0,0.85,0.28,0,34.95,7.05,0,1.13,11.27,0.28,0.28,5.07,0,0,1.13,0,0,0
21Day,5.55,2.59,0,14.8,0.37,3.7,0,2.22,0,0.74,0,1.85,0,5.55,2.96,1.11,4.44,7.4,25.53,0.37,0,4.44,0,24.42,8.14,0.37,1.48,9.62,1.48,0,2.96,0.37,1.85,0.74,0,0,1.48
3Month,0.21,1.25,0,6.87,0.1,0,0.31,0.21,0.62,1.04,0,11.55,0.42,0.42,2.81,0.73,1.87,1.46,3.64,1.04,0,0.31,0.73,0.42,0,0.42,0.83,0.1,0.31,3.64,0.1,0,0,0,0.62,0.21,2.39
22Month,0,0.41,0.41,2.05,0,0,0.14,0,0,0.41,0,9.57,0.14,0.14,0.55,0.27,0,1.09,0.68,0,0.27,0.14,0,0,0,0.27,0.41,0,0.14,0.68,0,0,0,0,0,0,0.27
