stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,1,0,16,1,1,0,1,0,0,0,0,107,0,0,0,1,0,22,4,15,0,0,0,0,6,84,0,0,0,4,0,0,0,0,0,0,0,0
72hpf,1.13,0,0.28,1.69,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0.56,7.05,0,6.2,0,0.28,0.28,0.28,4.51,13.53,0,0,0,1.41,0,0.56,1.69,0,0,0,0,0
21Day,2.59,0.37,0,6.66,0,0.37,0,0.37,0,0,0,0,0,0,0,0,0,0.37,8.14,0,12.95,0.37,0,0.37,0,1.85,5.55,0,0,0,4.44,0.37,0,0.74,0.37,0.37,0,0,0
3Month,0,0.42,0.1,7.59,0.21,0,0,0.21,0,0.31,0.62,0,0,6.76,0.31,0,0.94,0.21,3.64,0.73,2.7,1.04,0.1,0.1,0.21,0.21,0,0.1,0,0,0.1,0.52,7.28,0,0,0,0.31,0.52,0.42
22Month,0.55,4.24,1.23,8.75,0.14,0,0.68,0,0.27,1.37,12.44,8.06,0,50.29,2.6,0.68,6.7,0.14,2.32,3.42,8.34,0.27,2.6,0.82,0.27,0.55,0.41,0.55,0.41,76.39,0.14,0,3.01,0.68,1.23,0,0.14,0,1.37
