stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Spermatocyte,T_cell
24hpf,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0,0,0,0,0,0,0,0,1.41,1.69,0,1.97,0,0,0,44.53,8.46,0,0,2.82,0,0,0.85,0,0.28,0,0
21Day,0.74,0,0.74,0.37,0,0,0.37,0,0,0,0.74,0,0,0.74,0.37,4.81,0,0,0,41.07,1.48,0.37,0,4.07,0,1.11,0.37,0,0,0,0
3Month,0,0,0.73,0,0.1,0,0.31,0,1.35,0.21,0.1,0.52,0.1,0,0,0.52,0,0,0.1,0.31,0,0,0,0,0.1,4.99,0.1,0,0,0.31,0.1
22Month,0,0.14,0.55,0,0,0.41,0.68,0.14,5.19,0,0,0.55,0,0,0.41,0.41,0.41,0.14,0,0.96,0,0,0.14,0,0,4.1,0,0.14,0,0,0
