stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,2,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0.28,0,0,0,1.13,0,0,0.56,49.04,0,0,0,0,0,1.97,2.25,0,0,0,0.85,0,0,0.28,0,0,0,0,0,0
21Day,0.74,0,0.37,3.7,2.59,0,0,0,0.74,0,1.48,0.37,22.57,0.37,0.37,1.11,134.31,1.85,0,0,0,0,1.85,1.48,0,0,0,0,2.59,0.74,0.37,0.37,1.48,0,0,0,3.33
3Month,0.21,0.62,0.21,6.87,0,0.31,0.21,1.25,2.6,0,6.87,3.33,5.41,2.81,0.31,1.56,366.87,3.54,0.21,0.21,0.21,0.62,0.31,0,0.42,0.52,0,0.1,1.56,22.68,0.21,0.1,0,0.1,0.94,34.01,2.18
22Month,0,0.55,0.41,0.68,0,0,0,0.14,2.19,0.41,6.42,0.68,4.1,0.96,0.14,0.14,159.74,1.91,0.14,0.82,0.14,0.14,0,0.14,0,0.27,1.09,0.14,0.55,2.6,0.14,0.27,0,0,0.14,0,0.96
