stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,3,0,0,0,4,0,14,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.56,0,0,2.54,6.48,5.36,0,0,0,0,0,0,0.56,0,0,0,0.28,1.97,0.56,0.28,0,0,0,0.56,3.95,4.23,0,0,0,0.28,0,0,0.28,0.28,0.56,0,0,0
21Day,0,0,0,5.92,9.25,2.96,0,0.74,0,0,0,0,0,0,0,0,0,3.33,0,2.22,0,0,0,0,1.11,2.96,0,0.37,0,0,0,0,1.11,0,0,0,0,0
3Month,0,0.52,0.1,14.56,0.73,0,0.21,0,0.42,0.42,0,0,1.87,0.1,0.1,1.14,2.18,1.77,0.62,1.04,0,0.1,0.31,0.31,0.62,0,0.1,0.31,0,0,0.52,5.3,0,0,0.1,0.42,33.81,0.52
22Month,0.14,0,0.14,7.93,0.55,0,0.14,0.14,0,0.27,0.82,0,3.83,0,0,0.82,0.27,0.14,0.55,0.82,0.14,0.14,0.55,0,0.27,0,0.14,0.14,0.14,0,0,4.51,0.27,0,0.14,0,0,0
