stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,23,0,0,0,2,0,0,0,0,0,1,0,0,0
72hpf,0.56,0,0,1.13,1.13,0.28,0,0,0,0,0,0,0,0,0,3.1,2.82,0,4.79,0,3.1,0,0,7.33,5.64,0,0,0,5.36,0.56,0,1.41,0.56,0,0.85,0,0,0
21Day,0.37,0.37,1.11,4.81,0.37,0.37,0,0,0,0.74,0,4.44,0,0,2.96,0,1.11,0,14.43,0,0.37,1.48,0,4.44,3.33,0.37,0,0,4.07,0.74,0.37,0.74,0,0.37,0.74,0,0,0
3Month,0.31,1.77,5.3,26.84,0.94,0,2.08,0.31,8.01,3.85,0.1,567,4.06,0,133.56,7.59,6.24,2.81,27.77,2.91,0.83,2.5,4.78,1.56,0.21,5.93,1.46,0,0.52,9.05,29.02,2.81,0,0,0.62,4.37,14.04,3.22
22Month,0.27,3.01,2.19,12.85,0.55,0,0.96,0,2.05,2.05,2.05,239,0.68,0.55,88.69,0.41,0.68,2.05,12.85,0.14,3.42,1.37,0.14,1.09,0.82,4.1,0.82,0.27,0.41,0.41,6.15,2.05,0.14,0,0.41,0.55,0,0.14
