stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0.28,0,0,0.28,0,0,0.28,0,0,0,0
21Day,0.74,0,0,0.74,0,0,0,0,0,2.96,0,0,0.74,0.74,0,0,0,0,0.74,0.37,0,0,0,0.37,0,0,8.14
3Month,0,0.21,0,2.6,0.1,0.21,0.31,0,0.73,0.1,1.98,0.1,0.21,0.83,0.21,0,0,0.1,0,0,0.1,0.1,0,0,0.1,0.1,7.49
22Month,0,0.27,0.27,0.82,0,0.14,0.55,0.41,1.37,0.14,2.19,0,0,0.41,0.14,0.14,0,0,0,0,0,0,0,0,0,0,5.19
