stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,9,1,1,0,0,0,0,0,0,0,1,0,0,4,9,25,0,0,8,101,0,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,1.69,1.97,0,3.66,0.56,1.13,0,0,0,0,0,0,0,0.28,0,2.54,4.23,0.28,18.32,1.13,0,11.27,27.06,0,0.28,0,10.99,0.56,0,1.97,0,0.56,0.56,0,0,0
21Day,4.81,0.74,1.48,20.35,0,22.94,0,6.66,0,0.74,0,0.37,1.48,13.69,0.37,1.11,4.81,2.96,14.43,0,4.44,5.18,15.54,0.37,0,0,8.88,0.74,1.11,2.96,0.74,5.55,0.37,0,0,3.7
3Month,0,0.21,0.1,4.47,0,0,0.42,0.42,0.42,3.22,0.1,3.85,1.14,0.52,1.04,0.1,1.14,1.66,0.62,0,0.1,0.31,0.21,0.73,0,0,0,0.31,16.64,0,0,0,0,0.73,2.81,3.02
22Month,0.14,0.82,0.55,2.05,0,0,0.68,0.27,0,3.83,0.96,15.03,1.37,1.64,2.32,0.14,0.27,3.42,0.96,0.14,0.41,0.14,0,0.55,0,0.27,0.14,0,1.91,0,0,0,0.14,0.14,0,0.68
